,id,title,original_title,release_date,overview,original_language,origin_country,genres,adult
9340,9340,The Goonies,The Goonies,1985-06-07,"Young teenager Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data, Chunk, and Mouth set off on a quest to find the secret stash of Pirate One-Eyed Willie.",en,['US'],"['Adventure', 'Comedy', 'Family']",False
9342,9342,The Mask of Zorro,The Mask of Zorro,1998-07-16,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",en,['US'],"['Action', 'Adventure']",False
38509,38509,Polish Wedding,Polish Wedding,1998-01-16,"The film centers on a big Polish family. Jadzia is the mother and the ruler of the Pzoniak family (she has five children). Though she's happily married to Bolek, she is also having a long-time affair with Roman. Her young daughter Hala is having an affair with neighbour cop Russell and becomes pregnant by him. Russell is pressed hard to marry Hala.",en,['US'],"['Comedy', 'Drama']",False
60033,60033,"This World, Then the Fireworks","This World, Then the Fireworks",1997-07-11,"In 1950s, two incestuous lovers, a depraved suave journalist and his equally depraved prostitute sister, plan to get rich through seduction and murder.",en,['US'],"['Crime', 'Drama', 'Thriller']",False
12101,12101,Soylent Green,Soylent Green,1973-04-18,"In the year 2022, overcrowding, pollution,  and resource depletion have reduced society’s leaders to finding food for the teeming masses. The answer is Soylent Green.",en,['US'],"['Science Fiction', 'Thriller', 'Crime', 'Mystery']",False
19,19,Metropolis,Metropolis,1927-02-06,"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.",de,['DE'],"['Drama', 'Science Fiction']",False
165,165,Back to the Future Part II,Back to the Future Part II,1989-11-22,"Marty and Doc are at it again as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",en,['US'],"['Adventure', 'Comedy', 'Science Fiction']",False
196,196,Back to the Future Part III,Back to the Future Part III,1990-05-25,"The final installment finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",en,['US'],"['Adventure', 'Comedy', 'Science Fiction']",False
551,551,The Poseidon Adventure,The Poseidon Adventure,1972-12-01,"When their ocean liner capsizes, a group of passengers struggle to survive and escape.",en,['US'],"['Adventure', 'Drama', 'Thriller']",False
16084,16084,Freaky Friday,Freaky Friday,1976-12-17,"School girl Annabel is hassled by her mother, and Mrs. Andrews is annoyed with her daughter, Annabel. They both think that the other has an easy life. On a normal Friday morning, both complain about each other and wish they could have the easy life of their daughter/mother for just one day and their wishes come true as a bit of magic puts Annabel in Mrs. Andrews' body and vice versa. They both have a Freaky Friday.",en,['US'],"['Fantasy', 'Comedy', 'Family']",False
17984,17984,The Absent-Minded Professor,The Absent-Minded Professor,1961-03-16,"Bumbling professor Ned Brainard accidentally invents flying rubber, or ""Flubber"", an incredible material that gains energy every time it strikes a hard surface. It allows for the invention of shoes that can allow jumps of amazing heights and enables a modified Model-T to fly. Unfortunately, no one is interested in the material except for Alonzo Hawk, a corrupt businessman who wants to steal the material for himself.",en,['US'],"['Comedy', 'Family', 'Science Fiction']",False
22328,22328,The Apple Dumpling Gang Rides Again,The Apple Dumpling Gang Rides Again,1979-06-27,"Amos and Theodore, the two bumbling outlaw wannabes from The Apple Dumpling Gang, are back and trying to make it on their own. This time, the crazy duo gets involved in an army supply theft case -- and, of course, gets in lots of comic trouble along the way!",en,['US'],"['Comedy', 'Family', 'Western']",False
32611,32611,Babes in Toyland,Babes in Toyland,1961-12-14,"All roads lead to magical, merry Toyland as Mary Contrary and Tom Piper prepare for their wedding! But villainous Barnaby wants Mary for himself, so he kidnaps Tom, setting off a series of comic chases, searches, and double-crosses! The ""March Of The Wooden Soldiers"" helps put Barnaby in his place, and ensures a ""happily ever after"" for Tom and Mary!",en,['US'],"['Comedy', 'Fantasy', 'Family', 'Music']",False
3170,3170,Bambi,Bambi,1942-08-14,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",en,['US'],"['Animation', 'Drama', 'Family']",False
346,346,Seven Samurai,七人の侍,1954-04-26,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",ja,['JP'],"['Action', 'Drama']",False
859,859,Dangerous Liaisons,Dangerous Liaisons,1988-12-21,"In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",en,"['US', 'GB']","['Drama', 'Romance']",False
841,841,Dune,Dune,1984-12-14,"In the year 10,191, the most precious substance in the universe is the spice Melange. The spice extends life. The spice expands consciousness. The spice is vital to space travel.  The spice exists on only one planet in the entire universe, the vast desert planet Arrakis, also known as Dune.  Its native inhabitants, the Fremen, have long held a prophecy that a man would come, a messiah who would lead them to true freedom.",en,['US'],"['Action', 'Science Fiction', 'Adventure']",False
11051,11051,The Last Temptation of Christ,The Last Temptation of Christ,1988-05-28,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt.",en,['US'],['Drama'],False
242,242,The Godfather Part III,The Godfather Part III,1990-12-25,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",en,['US'],"['Crime', 'Drama', 'Thriller']",False
1411,1411,The Rapture,The Rapture,1991-10-04,"A lonely telephone operator leading an empty, amoral life finds God – only to have her faith continually tested in ways beyond what she could have imagined.",en,['US'],"['Mystery', 'Drama', 'Fantasy']",False
9769,9769,Lolita,Lolita,1997-09-27,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",en,['US'],"['Drama', 'Romance']",False
9424,9424,Disturbing Behavior,Disturbing Behavior,1998-07-24,"Steve Clark is a newcomer in the town of Cradle Bay, and he quickly realizes that there's something odd about his high school classmates. The clique known as the ""Blue Ribbons"" are the eerie embodiment of academic excellence and clean living. But, like the rest of the town, they're a little too perfect. When Steve's rebellious friend Gavin mysteriously joins their ranks, Steve searches for the truth with fellow misfit Rachel.",en,"['US', 'AU']","['Mystery', 'Horror', 'Science Fiction']",False
9835,9835,Jane Austen's Mafia!,Jane Austen's Mafia!,1998-07-24,Takeoff on the Godfather with the son of a mafia king taking over for his dying father.,en,['US'],"['Comedy', 'Crime']",False
857,857,Saving Private Ryan,Saving Private Ryan,1998-07-24,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",en,['US'],"['Drama', 'History', 'War']",False
17539,17539,Billy's Hollywood Screen Kiss,Billy's Hollywood Screen Kiss,1998-07-24,"Billy Collier is a photographer working on a series of pictures featuring recreations of movie kisses, with drag queens playing the female roles. For his male model, he hires Gabriel, a young waiter on whom he has developed a serious crush. While Billy is openly gay, Gabriel says that he is straight and even claims to have a girlfriend. However, as they spend more time together and grow closer, Billy becomes increasingly unsure that this is true.",en,['US'],"['Comedy', 'Romance']",False
44322,44322,"East Palace, West Palace",东宫西宫,1996-11-11,"A young gay man, identified as a writer, encounters a local policeman, who arrests him for public cruising in a park. The policeman is more than professionally curious about the young man, who seems to have the cop's number and suddenly kisses him.",zh,['CN'],['Drama'],False
22777,22777,The Million Dollar Duck,The Million Dollar Duck,1971-06-30,"Professor Dooley takes home a duck from his research laboratory as a toy for his son, but soon finds out that it lays golden eggs.",en,['US'],"['Comedy', 'Family']",False
20173,20173,The Barefoot Executive,The Barefoot Executive,1971-03-17,"In the great Disney tradition of wild family fun, a young Kurt Russell stars as Steven Post - an ambitious mailroom clerk at a second-rate TV network. With his eye on the boardroom, and getting nowhere with the studio's top dog, he makes a career-changing discovery. His girlfriend's lovable pet chimp can pick a hit show every time! His secret for success turns into a madcap monkey business when he makes vice president and jealous rivals want in on the act. Ride along with narrow escapes and a classic cast featuring Joe Flynn and Harry Morgan in a comedic climb up the corporate ladder that will leave you howling for more!",en,['US'],"['Comedy', 'Family']",False
10957,10957,The Black Cauldron,The Black Cauldron,1985-07-24,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",en,['US'],"['Animation', 'Adventure', 'Family', 'Fantasy']",False
9570,9570,The Black Hole,The Black Hole,1979-12-18,"The explorer craft USS Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the USS Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, but the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.",en,['US'],"['Adventure', 'Science Fiction', 'Action']",False
16249,16249,Blackbeard's Ghost,Blackbeard's Ghost,1968-02-08,"The eponymous wraith returns to Earth to aid his descendant, elderly Emily Stowecroft. The villains want to kick Emily and her friends out of their group home so that they can build a crooked casino. Good guy Steve Walker gets caught in the middle of the squabble after evoking Blackbeard's ghost.",en,['US'],"['Comedy', 'Fantasy', 'Family']",False
13962,13962,Blank Check,Blank Check,1994-02-11,"Bullied by his siblings and nagged by his parents, 11-year-old Preston is fed up with his family -- especially their frugality. But he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes Preston with his car and gives the boy a blank check as compensation. Preston makes the check out for $1 million and goes on a spending spree he'll never forget. Maybe now, his family will take him seriously!",en,['US'],"['Comedy', 'Family']",False
14612,14612,Candleshoe,Candleshoe,1977-12-16,"When ex-con artist Harry claims that a secret treasure is hidden inside Candleshoe, an English estate, he creates an elaborate plan to find and steal the prize. By convincing a girl named Casey to impersonate the estate owner's long-lost granddaughter, Harry hopes to uncover the treasure's location. But when Casey has a change of heart, she must follow the clues and find the treasure, in order to save Candleshoe and stop Harry before it is too late.",en,"['GB', 'US']",['Family'],False
19378,19378,The Cat from Outer Space,The Cat from Outer Space,1978-06-09,"A UFO is stranded on earth and impounded by the US government. Its pilot, a cat with a collar that gives it special powers, including the ability to communicate with humans, has eluded the authorities and seeks the help of a scientist in order to reclaim and repair his ship and get back home.",en,['US'],"['Comedy', 'Family', 'Science Fiction']",False
65157,65157,Cheetah,Cheetah,1989-08-18,"An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. However, when the animal is captured by poachers planning to race it against greyhounds, the two city kids, together with a young African goat herder they befriended, head off into the wild to rescue the cheetah.",en,['US'],"['Drama', 'Family']",False
29228,29228,The Computer Wore Tennis Shoes,The Computer Wore Tennis Shoes,1969-12-29,"Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, he gets an electric shock and his brain turns to a computer; now he remembers everything he reads. Unfortunately, he also remembers information which was in the computer's memory, like Arno's illegal businesses..",en,['US'],"['Comedy', 'Family', 'Drama']",False
19379,19379,Condorman,Condorman,1981-07-02,"Comic artist and writer Woody performs a simple courier operation for his friend Harry who works for the CIA. But when he successfully fends off hostile agents, he earns the respect of the beautiful Natalia, who requests his assistance for her defection. Woody uses this request as leverage to use the CIA's resources to bring his comic book creation, Condorman, to life to battle the evil Krokov.",en,['US'],"['Comedy', 'Action', 'Adventure']",False
11164,11164,D2: The Mighty Ducks,D2: The Mighty Ducks,1994-03-25,"After Gordon Bombay's hockey comeback is cut short he is named coach of Team USA Hockey for the Junior Goodwill Games. Bombay reunites the Mighty Ducks and introduces a few new players, however, he finds himself distracted by his newfound fame and must regather if the Ducks are to defeat tournament favourites Iceland.",en,['US'],"['Comedy', 'Action', 'Family', 'Drama']",False
18887,18887,Darby O'Gill and the Little People,Darby O'Gill and the Little People,1959-06-24,A wily old codger matches wits with the King of the Leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,en,['US'],"['Adventure', 'Family', 'Fantasy', 'Romance']",False
40866,40866,The Devil and Max Devlin,The Devil and Max Devlin,1981-03-06,"When Max dies in an accident, he goes straight to Hell. But the Devil Barney makes him an offer: if he manages to get three innocent youths to sell him their souls in the next two months, he may stay on Earth. Max accepts, and returns to Earth, equipped with special powers. However, his task is harder than expected, especially when seven year old Tobi demands that he marry his mother.",en,['US'],"['Fantasy', 'Comedy']",False
24736,24736,A Far Off Place,A Far Off Place,1993-03-12,"Thrown together under incredible circumstances, two strangers must discover courage and strength when they begin a journey across the treacherous African desert! Equipped only with their wits and the expertise of a native bushman who befriends them, they are determined to triumph over impossible odds and reach their destination. But along the way, the trio face a primitive desert wilderness.",en,['US'],"['Drama', 'Adventure']",False
10122,10122,Flight of the Navigator,Flight of the Navigator,1986-07-30,"12-year-old David is accidentally knocked out in the forest near his home, but when he awakens eight years have passed. His family is overjoyed to have him back, but is just as perplexed as he is that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",en,['US'],"['Family', 'Science Fiction', 'Adventure']",False
24816,24816,The Gnome-Mobile,The Gnome-Mobile,1967-07-19,"An eccentric millionaire and his grandchildren are embroiled in the plights of some forest gnomes who are searching for the rest of their tribe. While helping them, the millionaire is suspected of being crazy because he's seeing gnomes! He's committed, and the niece and nephew and the gnomes have to find him and free him.",en,['US'],"['Fantasy', 'Comedy', 'Family']",False
9994,9994,The Great Mouse Detective,The Great Mouse Detective,1986-07-02,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",en,['US'],"['Animation', 'Family', 'Adventure', 'Mystery']",False
25445,25445,The Happiest Millionaire,The Happiest Millionaire,1967-11-30,"A happy and unbelievably lucky young Irish immigrant, John Lawless, lands a job as the butler of an unconventional millionaire, Biddle. His daughter, Cordelia Drexel Biddle, tires of the unusual antics of her father--especially since the nice young men around town all fear him. Wouldn't you fear a father-in-law that keeps alligators for pets and teaches boxing at his daily Bible classes?",en,['US'],"['Comedy', 'Drama', 'Family', 'Music']",False
12129,12129,Herbie Goes Bananas,Herbie Goes Bananas,1980-06-25,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,en,['US'],"['Fantasy', 'Comedy', 'Family', 'Adventure']",False
14140,14140,Herbie Goes to Monte Carlo,Herbie Goes to Monte Carlo,1977-06-24,"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. But thieves have hidden a cache of stolen diamonds in Herbie's gas tank, and are now trying to get them back.",en,['US'],"['Romance', 'Comedy', 'Family', 'Action', 'Adventure']",False
10439,10439,Hocus Pocus,Hocus Pocus,1993-07-16,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",en,['US'],"['Fantasy', 'Comedy', 'Family']",False
11158,11158,"Honey, I Blew Up the Kid","Honey, I Blew Up the Kid",1992-07-16,"Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",en,['US'],"['Adventure', 'Comedy', 'Family', 'Science Fiction']",False
9354,9354,"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids",1989-06-23,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,en,['US'],"['Adventure', 'Comedy', 'Family', 'Science Fiction']",False
28736,28736,Hot Lead & Cold Feet,Hot Lead & Cold Feet,1978-07-05,"Twin brothers -- one rough and tough, the other a city-bred milquetoast -- compete for their father's fortune.",en,['US'],"['Action', 'Comedy', 'Family', 'Western']",False
34774,34774,In Search of the Castaways,In Search of the Castaways,1962-12-01,"Two teenagers, Mary (Hayley Mills) and Robert (Keith Hamshere) are lead by Professor Paganel (Maurice Chevalier) on a search expedition for the children's shipwrecked sea captain father. This Disney film was based upon Jules Verne's 1868 adventure novel Captain Grant's Children.",en,['US'],"['Adventure', 'Family']",False
37969,37969,The Incredible Journey,The Incredible Journey,1963-11-20,"The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",en,"['CA', 'US']","['Adventure', 'Family']",False
9631,9631,The Negotiator,The Negotiator,1998-07-29,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",en,['US'],"['Action', 'Crime', 'Drama', 'Thriller']",False
9820,9820,The Parent Trap,The Parent Trap,1998-07-28,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",en,['US'],"['Comedy', 'Family', 'Romance']",False
14013,14013,BASEketball,BASEketball,1998-07-28,"Two losers from Milwaukee, Coop and Remer, invent a new game combining basketball with the rules of baseball. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. When a rival owner wants to institute major rule changes, Coop and Remer's team is the only one standing in the way.",en,['US'],['Comedy'],False
36606,36606,Full Tilt Boogie,Full Tilt Boogie,1998-07-31,A documentary about the production of From Dusk Till Dawn (1996) and the people who made it.,en,['US'],"['Documentary', 'Horror']",False
96196,96196,The Governess,The Governess,1998-07-31,"When the father of privileged Rosina da Silva violently dies, she decides to pass herself off as a gentile and finds employment with a family in faraway Scotland. Soon she and the family father, Charles, start a passionate secret affair.",en,['GB'],"['Drama', 'Romance']",False
98505,98505,Seventh Heaven,Le septième ciel,1997-12-17,"A bored, sexually frustrated woman's life improves when she begins hypnotherapy and tries feng shui, but her husband's life unravels.",fr,['FR'],['Drama'],False
1779,1779,Roger & Me,Roger & Me,1989-09-01,"A documentary about the closure of General Motors' plant at Flint, Michigan, which resulted in the loss of 30,000 jobs. Details the attempts of filmmaker Michael Moore to get an interview with GM CEO Roger Smith.",en,['US'],"['Documentary', 'History', 'Comedy']",False
10849,10849,The Purple Rose of Cairo,The Purple Rose of Cairo,1985-03-01,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",en,['US'],"['Fantasy', 'Comedy', 'Romance']",False
678,678,Out of the Past,Out of the Past,1947-11-25,"Jeff Bailey seems to be a mundane gas station owner in remote Bridgeport, California. He is dating local girl Ann Miller and lives a quiet life. But Jeff has a secret past, and when a mysterious stranger arrives in town, Jeff is forced to return to the dark world he had tried to escape.",en,['US'],"['Crime', 'Thriller', 'Mystery']",False
907,907,Doctor Zhivago,Doctor Zhivago,1965-12-22,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",en,"['US', 'GB']","['Drama', 'Romance', 'War']",False
5961,5961,Fanny and Alexander,Fanny och Alexander,1982-12-17,"As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.",sv,"['FR', 'DE', 'SE']","['Fantasy', 'Drama', 'Mystery']",False
47908,47908,The Trip to Bountiful,The Trip to Bountiful,1985-12-20,"Carrie Watts is living the twilight of her life trapped in an apartment in 1940s Houston, Texas with a controlling daughter-in-law and a hen-pecked son. Her fondest wish – just once before she dies – is to revisit Bountiful, the small Texas town of her youth which she still refers to as ""home.""",en,['US'],['Drama'],False
42121,42121,Tender Mercies,Tender Mercies,1983-03-04,Alchoholic former country singer Mac Sledge makes friends with a young widow and her son. The friendship enables him to find inspiration to resume his career.,en,['US'],"['Drama', 'Music', 'Romance']",False
2887,2887,And the Band Played On,And the Band Played On,1993-09-11,The story of the discovery of the AIDS epidemic and the political infighting of the scientific community hampering the early fight with it.,en,['US'],"['Drama', 'TV Movie']",False
11974,11974,The 'Burbs,The 'Burbs,1989-02-17,"When secretive new neighbors move in next door, suburbanite Ray Peterson and his friends let their paranoia get the best of them as they start to suspect the newcomers of evildoings and commence an investigation. But it's hardly how Ray, who much prefers drinking beer, reading his newspaper and watching a ball game on the tube expected to spend his vacation.",en,['US'],"['Comedy', 'Horror', 'Thriller']",False
20348,20348,Fandango,Fandango,1985-01-25,"In 1971, five college buddies from the University of Texas embark on a final road trip odyssey across the Mexican border before facing up to uncertain futures, in Vietnam and otherwise.",en,['US'],"['Comedy', 'Drama']",False
26648,26648,The Night Porter,Il portiere di notte,1974-04-03,"A concentration camp survivor discovers her former torturer and lover working as a porter at a hotel in postwar Vienna. When the couple attempt to re-create their sadomasochistic relationship, his former SS comrades begin to stalk them.",it,"['FR', 'IT']","['War', 'Drama', 'Romance']",False
11911,11911,Mephisto,Mephisto,1981-02-11,"A German stage actor finds unexpected success and mixed blessings in the popularity of his performance in a Faustian play as the Nazis take power in pre-WWII Germany. As his associates and friends flee or are ground under by the Nazi terror, the popularity of his character supercedes his own existence until he finds that his best performance is keeping up appearances for his Nazi patrons.",de,"['AT', 'DE']",['Drama'],False
793,793,Blue Velvet,Blue Velvet,1986-09-19,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",en,['US'],"['Mystery', 'Thriller', 'Crime', 'Drama']",False
35144,35144,The Journey of Natty Gann,The Journey of Natty Gann,1985-09-27,"America is in the depths of the Great Depression. Families drift apart when faraway jobs beckon. A courageous young girl confronts overwhelming odds when she embarks on a cross-country search for her father. During her odyssey, she forms a close bond with two diverse traveling companions: a magnificent, protective wolf, and a hardened drifter.",en,['US'],"['Adventure', 'Family', 'Drama']",False
9325,9325,The Jungle Book,The Jungle Book,1967-10-18,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",en,['US'],"['Family', 'Animation', 'Adventure']",False
43037,43037,Kidnapped,Kidnapped,1960-02-24,"Kidnapped and cheated out of his inheritance, young David Balfour falls in with a Jacobite adventurer, Alan Breck Stewart. Falsely accused of murder, they must flee across the Highlands, evading the redcoats.",en,['US'],"['Action', 'Adventure', 'Drama', 'Family']",False
10340,10340,Lady and the Tramp,Lady and the Tramp,1955-06-22,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",en,['US'],"['Family', 'Animation', 'Romance']",False
10144,10144,The Little Mermaid,The Little Mermaid,1989-11-17,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,en,['US'],"['Animation', 'Family', 'Fantasy']",False
10414,10414,The Mighty Ducks,The Mighty Ducks,1992-10-02,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",en,['US'],"['Comedy', 'Family', 'Drama', 'Action']",False
10437,10437,The Muppet Christmas Carol,The Muppet Christmas Carol,1992-12-11,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",en,"['US', 'GB']","['Music', 'Comedy', 'Family', 'Fantasy', 'Drama']",False
15300,15300,Newsies,Newsies,1992-04-10,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics.",en,['US'],"['Drama', 'Music', 'History', 'Family']",False
12230,12230,One Hundred and One Dalmatians,One Hundred and One Dalmatians,1961-01-25,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",en,['US'],"['Adventure', 'Animation', 'Comedy', 'Family']",False
13380,13380,One Magic Christmas,One Magic Christmas,1985-11-22,"Ginny Grainger, a young mother, rediscovers the joy and beauty of Christmas, thanks to the unshakable faith of her six-year-old daughter Abbie and Gideon, Ginny's very own guardian angel.",en,"['CA', 'US']","['Family', 'Fantasy']",False
10693,10693,Peter Pan,Peter Pan,1953-02-05,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",en,['US'],"['Animation', 'Family', 'Adventure', 'Fantasy']",False
11335,11335,Popeye,Popeye,1980-12-12,"Popeye is a super-strong, spinach-scarfing sailor man who's searching for his father. During a storm that wrecks his ship, Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive. Before he can win her heart, he must first contend with Olive's fiancé, Bluto.",en,['US'],"['Action', 'Adventure', 'Comedy', 'Family']",False
11135,11135,The Rescuers Down Under,The Rescuers Down Under,1990-11-16,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",en,['US'],"['Animation', 'Adventure', 'Family', 'Fantasy']",False
11319,11319,The Rescuers,The Rescuers,1977-06-22,Two agents of the mouse-run International Rescue Aid Society search for a little orphan girl kidnapped by sinister treasure hunters.,en,['US'],"['Fantasy', 'Family', 'Animation', 'Adventure']",False
14822,14822,Return from Witch Mountain,Return from Witch Mountain,1978-03-10,"Tony and Tia are other-worldly twins endowed with telekinesis. When their Uncle Bene drops them off in Los Angeles for an earthbound vacation, a display of their supernatural skill catches the eye of the nefarious Dr. Gannon and his partner in crime, Letha, who see rich possibilities in harnessing the children's gifts. They kidnap Tony, and Tia gives chase only to find Gannon is using her brother's powers against her.",en,['US'],"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",False
13155,13155,Return to Oz,Return to Oz,1985-06-21,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",en,['US'],"['Adventure', 'Family', 'Fantasy']",False
10249,10249,The Rocketeer,The Rocketeer,1991-06-21,"A stunt pilot comes across a prototype jetpack that gives him the ability to fly. However, evil forces of the world also want this jetpack at any cost.",en,['US'],"['Action', 'Adventure', 'Science Fiction', 'Family']",False
